StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0,Q1,Q3,Q2,Q28,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q4,Q5,Q1,Q2_NPS_GROUP,Q2,Q8_NPS_GROUP,Q8,Q29_NPS_GROUP,Q29,Q9_NPS_GROUP,Q9,Q31_NPS_GROUP,Q31,Q32_NPS_GROUP,Q32,Q10_NPS_GROUP,Q10,Q33_NPS_GROUP,Q33,Q34_NPS_GROUP,Q34,Q36_NPS_GROUP,Q36,Q37_NPS_GROUP,Q37,Q38_NPS_GROUP,Q38,Q39_NPS_GROUP,Q39,Q40_NPS_GROUP,Q40,Q41_NPS_GROUP,Q41,Q43_NPS_GROUP,Q43,Q44_NPS_GROUP,Q44,Q45_NPS_GROUP,Q45,Q14_1,Q14_2,Q14_3,Q_DataPolicyViolations
2023-04-09 05:43:21,2023-04-09 05:44:10,4,120.18.157.86,100,49,1,2023-04-16 08:08:30,R_3C8SqRQs9wvdsNM,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,2,1,1,2,3,1,4,3,1,1,,,1,3,,,1,3,,,,,1,3,,,,,1,3,,,,,1,3,,,,,,,1,4,,,2,4,4,
2023-04-09 05:38:22,2023-04-09 05:40:29,4,120.18.157.86,100,126,1,2023-04-16 08:08:30,R_4OOtQI1tmCLef9s,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,4,2,4,2,1,3,4,"1,2",1,2,1,6,,,,,,,1,6,,,,,1,6,,,,,1,6,,,,,1,6,,,,,,,1,6,,,,
2023-04-09 09:46:38,2023-04-09 09:48:05,4,220.233.199.187,100,86,1,2023-04-16 08:08:30,R_6FQ5Yr3EyS1FxtQ,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,2,1,2,4,3,1,1,1,,,3,10,,,3,10,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,3,10,,,,,,
2023-04-09 06:06:27,2023-04-09 06:59:09,4,120.18.105.202,100,3162,1,2023-04-16 08:08:30,R_6WgAGH91z4elEzQ,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,1,2,2,2,1,3,4,2,"3,11",2,"1,2,3",2,7,2,7,2,7,2,8,2,8,2,8,3,9,3,9,3,9,1,5,1,6,2,7,2,7,2,7,2,8,2,7,2,7,2,8,3,4,4,
2023-04-09 05:59:19,2023-04-09 06:00:48,4,120.17.44.149,100,89,1,2023-04-16 08:08:30,R_aaddyufq5oaCj1c,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,3,3,5,1,3,2,4,1,4,1,,,2,8,,,2,7,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,6,,,,,,
2023-04-09 05:41:24,2023-04-09 05:42:47,4,120.18.105.202,100,82,1,2023-04-16 08:08:30,R_bIricgLIP0DitG6,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,2,5,1,2,3,4,3,1,"1,2,3",3,10,1,4,2,8,1,3,3,9,1,5,1,4,2,8,2,7,1,5,2,7,1,6,1,4,1,5,2,8,2,8,2,8,2,7,2,4,4,
2023-04-09 05:58:38,2023-04-09 05:59:26,4,120.18.105.202,100,47,1,2023-04-16 08:08:30,R_bPnIbrAAyedCL4O,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,1,3,1,1,3,2,4,11,1,3,,,,,2,8,,,,,2,8,,,,,2,8,,,,,2,8,,,,,2,8,2,8,,,,,,,,
2023-04-09 06:03:35,2023-04-09 06:04:40,4,120.18.157.86,100,65,1,2023-04-16 08:08:30,R_cHNlckP5xWIGInk,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,1,3,3,2,1,4,"1,2",1,1,,,1,4,,,1,6,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,,,
2023-04-09 09:54:09,2023-04-09 09:55:41,4,43.252.112.166,100,92,1,2023-04-16 08:08:30,R_d1pMMyaSdub1DLw,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,3,2,3,1,4,1,1,"1,2",3,9,2,7,,,2,7,2,7,,,3,9,1,6,,,2,7,2,8,,,1,3,2,8,,,,,1,5,2,8,,,,
2023-04-09 05:45:53,2023-04-09 05:46:48,4,120.18.105.202,100,55,1,2023-04-16 08:08:30,R_e37lsuRkPQ4jcBU,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,4,3,2,3,1,2,4,4,3,2,2,8,,,,,,,2,7,,,,,2,7,,,,,2,7,,,,,2,7,,,,,,,2,7,1,5,4,
2023-04-09 09:27:17,2023-04-09 09:29:05,4,71.172.48.179,100,108,1,2023-04-16 08:08:30,R_e5VcVoqR0h7Mb7o,,,,,40.7182,-74.0476,anonymous,EN,3,1,3,4,4,1,3,3,1,2,4,11,1,2,2,7,,,,,,,2,8,,,,,3,9,,,,,3,9,,,,,3,9,,,,,,,3,9,,,,
2023-04-09 05:54:58,2023-04-09 05:55:44,4,120.18.105.202,100,46,1,2023-04-16 08:08:30,R_0JpCkNb9TCFq6Ng,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,3,2,4,1,2,3,"3,4",4,3,,,,,2,7,,,,,2,8,,,,,2,8,,,,,3,9,,,,,3,9,3,9,,,,,4,4,5,
2023-04-09 06:29:13,2023-04-09 06:29:21,4,119.148.98.22,3,6,0,2023-04-16 08:08:29,R_1TcNY8Zk4iisWqi,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:57:44,2023-04-09 05:58:26,4,120.18.157.86,100,42,1,2023-04-16 08:08:30,R_1z4VAB7eHP6BX38,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,4,2,4,3,2,1,4,"1,2",1,2,2,7,,,,,,,2,7,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,
2023-04-02 08:29:09,2023-04-02 08:30:56,4,103.120.10.196,100,107,1,2023-04-16 08:08:30,R_1zhc5xrGdWc0PA2,,,,,-33.8715,151.2006,anonymous,EN,2,2,1,2,3,2,3,1,2,3,,1,1,"1,2,3",2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 04:35:50,2023-04-10 04:37:10,4,124.170.179.144,100,79,1,2023-04-16 08:08:30,R_231zxbcCluTkOlo,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,3,1,4,2,3,1,4,"1,2",1,2,1,6,,,,,,,1,6,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-09 05:44:45,2023-04-09 05:45:45,4,120.18.105.202,100,59,1,2023-04-16 08:08:30,R_24B2XPv0VBcL5Cm,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,3,2,2,1,3,2,4,2,5,"2,3",2,8,,,2,8,,,2,8,2,8,,,2,8,2,8,,,2,8,2,8,,,2,8,2,8,3,9,,,3,9,,,,
2023-04-09 06:05:31,2023-04-09 06:06:15,4,120.18.105.202,100,43,1,2023-04-16 08:08:30,R_37PnCSVPTc4opj8,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,5,3,3,1,4,2,3,3,4,3,,,,,2,7,,,,,2,7,,,,,2,7,,,,,2,7,,,,,2,7,2,7,,,,,1,1,3,
2023-04-09 05:54:48,2023-04-09 05:55:23,4,120.18.157.86,100,34,1,2023-04-16 08:08:30,R_37v5tty1JV4smF0,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,2,3,3,1,2,4,2,2,1,,,1,5,,,1,4,,,,,1,6,,,,,1,4,,,,,1,5,,,,,,,1,4,,,,,,
2023-04-12 02:58:05,2023-04-12 02:59:30,4,103.120.10.196,100,85,1,2023-04-16 08:08:30,R_3EqSK02x6ksSyG2,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,4,3,2,2,2,1,3,4,2,2,"1,2",2,8,1,6,,,2,8,1,6,,,2,8,1,6,,,2,7,2,7,,,1,6,2,7,,,,,1,6,2,7,,,,
2023-04-09 05:47:14,2023-04-09 05:48:29,4,120.18.157.86,100,75,1,2023-04-16 08:08:30,R_3FerCujwF3hyyEK,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,4,2,3,2,3,1,4,"1,2,3",1,"1,2",1,5,1,4,,,1,6,1,4,,,2,7,1,4,,,1,4,2,7,,,1,4,1,6,,,,,1,4,1,4,4,4,4,
2023-04-09 05:40:22,2023-04-09 05:41:20,4,120.18.105.202,100,58,1,2023-04-16 08:08:30,R_3Q7rUNThVhr2fUW,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,4,2,4,1,3,2,4,"3,4",4,2,3,9,,,,,,,3,9,,,,,3,9,,,,,2,7,,,,,2,7,,,,,,,2,8,2,5,3,
2023-04-09 05:56:23,2023-04-09 05:57:08,4,120.18.105.202,100,44,1,2023-04-16 08:08:30,R_3mz0a8C6LBJtyUC,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,4,1,2,1,3,2,4,"1,3",5,2,1,6,,,,,,,1,6,,,,,2,7,,,,,2,7,,,,,3,9,,,,,,,2,7,3,5,3,
2023-04-09 06:03:25,2023-04-09 06:04:09,4,120.18.105.202,100,44,1,2023-04-16 08:08:30,R_3rVdzsiZIEqOUZg,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,1,1,3,2,4,4,2,"1,2",3,9,2,8,,,3,9,2,7,,,3,9,1,6,,,3,10,2,7,,,3,10,2,8,,,,,2,8,2,8,4,3,2,
2023-04-02 08:20:38,2023-04-02 08:27:41,4,103.120.10.196,100,422,1,2023-04-16 08:08:30,R_50jXdhX34cPAU5w,,,,,-33.8715,151.2006,anonymous,EN,2,2,2,2,3,2,3,3,,4,1,1,1,"1,2,3",2,7,,,1,5,2,8,2,8,2,7,2,7,2,8,2,8,2,7,2,7,2,7,2,7,1,6,2,8,2,7,1,6,2,7,,,,
2023-04-09 05:52:15,2023-04-09 05:53:07,4,120.18.157.86,100,51,1,2023-04-16 08:08:30,R_5iHPMQs09WdTTX8,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,4,2,5,1,3,2,4,1,1,2,2,7,,,,,,,2,7,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-09 05:55:50,2023-04-09 05:57:00,4,120.18.157.86,100,70,1,2023-04-16 08:08:30,R_6MfNXcvKOquNwG2,,,,,-33.8715,151.2006,anonymous,EN,3,1,1,5,4,3,1,3,2,4,1,1,1,"1,2",1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,5,1,6,,,1,6,1,6,,,,,1,5,1,5,,,,
2023-04-09 05:47:03,2023-04-09 05:52:15,4,120.147.142.65,100,312,1,2023-04-16 08:08:30,R_6YCN6ubOwfyCF2m,,,,,-37.8159,144.9669,anonymous,EN,3,2,3,3,3,2,2,3,1,2,4,1,1,2,2,8,,,,,,,2,8,,,,,3,10,,,,,2,8,,,,,3,9,,,,,,,3,10,,,,
2023-04-09 06:14:10,2023-04-09 06:14:24,4,101.113.147.64,3,13,0,2023-04-16 08:08:29,R_6YwhI9GCiussdmu,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 04:57:49,2023-04-10 04:58:58,4,124.170.179.144,100,68,1,2023-04-16 08:08:30,R_7THpLFqUqM3rn4q,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,2,2,2,1,3,4,"1,2",1,2,2,7,,,,,,,1,5,,,,,2,7,,,,,2,8,,,,,2,7,,,,,,,1,4,,,,
2023-04-09 05:38:31,2023-04-09 05:40:12,4,120.18.210.24,32,100,0,2023-04-16 08:08:29,R_8BcCu2BAdPDCPGK,,,,,,,anonymous,EN,3,2,4,1,5,1,1,1,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 06:01:47,2023-04-10 06:02:36,4,124.170.179.144,100,49,1,2023-04-16 08:08:30,R_8dlYR0mfmQCMBlY,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,1,1,3,2,1,3,4,"2,3",3,2,1,4,,,,,,,1,6,,,,,1,4,,,,,2,7,,,,,1,6,,,,,,,1,5,3,4,4,
2023-04-09 05:54:13,2023-04-09 05:56:57,4,1.144.29.108,100,163,1,2023-04-16 08:08:30,R_8ekEzdYzuY92Lr0,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,4,3,4,1,2,"1,3,11",2,"1,2",2,8,2,8,,,2,8,2,8,,,2,7,2,7,,,3,10,3,10,,,3,9,3,9,,,,,3,9,3,9,5,5,5,
2023-04-09 08:15:45,2023-04-10 03:05:01,4,120.17.159.215,100,67755,1,2023-04-16 08:08:30,R_8wudVFNCWBgVNe6,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,3,4,1,3,2,4,2,3,2,3,9,,,,,,,3,9,,,,,3,9,,,,,3,9,,,,,3,9,,,,,,,3,9,,,,
2023-04-09 05:53:41,2023-04-09 05:54:35,4,120.18.157.86,100,54,1,2023-04-16 08:08:30,R_b7n35ErrjEKpvLg,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,1,5,2,4,1,3,1,1,2,2,7,,,,,,,1,6,,,,,2,7,,,,,1,5,,,,,1,5,,,,,,,1,4,,,,
2023-04-09 06:02:02,2023-04-09 06:03:10,4,120.18.105.202,100,67,1,2023-04-16 08:08:30,R_bg3rcgbP56lDjsq,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,3,3,1,2,4,3,"1,2,3,4",2,"1,2,3",1,6,3,9,3,9,3,9,3,9,3,9,2,8,3,9,3,10,1,6,3,9,3,9,1,6,2,8,3,9,1,6,2,7,3,9,3,4,5,
2023-04-09 06:06:01,2023-04-09 06:07:26,4,120.18.157.86,100,84,1,2023-04-16 08:08:30,R_cYiDYLRRsErsEui,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,2,3,3,2,1,4,"1,2",2,"1,2",2,8,1,5,,,1,5,1,6,,,1,6,1,6,,,2,7,1,6,,,1,5,2,7,,,,,1,5,1,5,,,,
2023-04-09 05:48:39,2023-04-09 05:49:32,4,120.18.105.202,100,53,1,2023-04-16 08:08:30,R_d6lwMqiGWiNLi4K,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,1,1,2,1,3,4,1,1,1,,,1,2,,,1,3,,,,,1,4,,,,,1,4,,,,,1,5,,,,,,,1,4,,,,,,
2023-04-09 10:24:16,2023-04-09 18:13:14,4,43.252.113.66,100,28137,1,2023-04-16 08:08:30,R_dbbnxQK32cBqeFw,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,2,3,4,2,3,1,"1,11",1,"1,2",2,7,1,5,,,1,5,2,8,,,2,7,2,7,,,2,7,2,7,,,1,6,2,7,,,,,1,6,2,8,,,,
2023-04-09 06:58:51,2023-04-09 06:59:13,4,120.18.12.175,9,21,0,2023-04-16 08:08:29,R_dbdkUZxbmPUklPo,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:10:49,2023-04-09 06:11:07,4,101.184.42.72,3,17,0,2023-04-16 08:08:29,R_eF0sNOGkzjdLqpo,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:45:33,2023-04-09 05:46:08,4,120.18.157.86,100,34,1,2023-04-16 08:08:30,R_eFABCBHpfNORXrU,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,4,2,1,2,3,2,1,4,2,1,1,,,1,3,,,1,4,,,,,1,4,,,,,1,4,,,,,1,3,,,,,,,1,5,,,,,,
2023-04-09 06:13:01,2023-04-09 06:14:42,4,170.178.185.50,26,101,0,2023-04-16 08:08:29,R_eQK2nqqBhmxyWi2,,,,,,,anonymous,EN,3,2,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 07:04:02,2023-04-09 07:06:38,4,103.252.202.163,38,155,0,2023-04-16 08:08:29,R_eR6Sg8DbzjOPkzk,,,,,,,anonymous,EN,3,1,3,3,4,2,2,2,4,3,1,"1,3,4,11",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 08:25:07,2023-04-02 08:33:20,4,104.28.125.2,100,493,1,2023-04-16 08:08:30,R_001JYruZzqNqwLA,,,,,-33.8715,151.2006,anonymous,EN,2,2,2,2,3,2,3,2,3,4,1,3,4,1,,,1,6,,,3,9,,,,,2,8,,,,,2,8,,,,,2,8,,,,,,,2,8,,,,,,
2023-04-09 05:46:14,2023-04-09 05:47:02,4,120.18.157.86,100,48,1,2023-04-16 08:08:30,R_02OWgJ3eiYHp11s,,,,,-33.8715,151.2006,anonymous,EN,,2,2,2,3,2,3,3,2,1,4,"1,2,3",2,2,1,6,,,,,,,1,5,,,,,1,4,,,,,1,6,,,,,1,4,,,,,,,1,5,4,4,3,
2023-04-09 05:59:09,2023-04-09 06:00:44,4,120.18.24.197,100,94,1,2023-04-16 08:08:30,R_09rA2Xz8Ez9clBI,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,3,2,3,1,4,"1,2",2,"1,2",1,6,1,6,,,2,7,1,6,,,2,7,1,6,,,1,6,1,6,,,1,6,1,6,,,,,1,5,1,6,,,,
2023-04-06 04:24:48,2023-04-06 04:38:22,4,,100,813,1,2023-04-16 08:08:30,R_1QRGuqUyB3OXw2y,,,,,-33.8715,151.2006,preview,EN,3,2,1,4,,3,3,1,3,4,2,,1,"1,2,3",3,9,2,7,3,9,,,3,9,3,9,,,,,,,1,3,3,10,1,2,,,,,,,,,,,,,,,,
2023-04-09 06:02:28,2023-04-09 06:03:30,4,120.18.157.86,100,61,1,2023-04-16 08:08:30,R_1S8xI40KARdLbGS,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,2,2,3,2,4,1,2,2,2,1,6,,,,,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-09 06:01:49,2023-04-09 06:02:22,4,120.18.157.86,100,32,1,2023-04-16 08:08:30,R_1Yt7qbLKjrQZEc6,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,2,2,3,1,4,2,2,2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,4,,,,,1,3,,,,,,,1,5,,,,,,
2023-04-09 06:04:36,2023-04-09 06:05:56,4,120.18.24.197,100,79,1,2023-04-16 08:08:30,R_2uGNmQD9zM4WNEy,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,3,1,4,3,2,"2,3",3,2,1,4,,,,,,,1,6,,,,,2,7,,,,,1,5,,,,,1,6,,,,,,,1,5,4,5,4,
2023-04-09 05:59:15,2023-04-09 06:01:39,4,120.18.157.86,100,143,1,2023-04-16 08:08:30,R_3jU0czZTPDUaf66,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,1,2,1,3,4,"1,2",2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,6,,,,,,
2023-04-09 06:04:52,2023-04-09 06:06:36,4,120.17.44.149,3,103,0,2023-04-16 08:08:29,R_3q58bcmkGThrtsO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:23:07,2023-04-09 06:25:19,4,120.17.232.252,100,132,1,2023-04-16 08:08:30,R_5nBZu3MoKcmJe8C,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,5,2,2,3,1,2,3,4,11,3,"1,2,3",1,4,1,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,,,,
2023-04-09 06:04:46,2023-04-09 06:05:59,4,120.18.157.86,100,72,1,2023-04-16 08:08:30,R_6KzXVBf0FeHGo8m,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,1,3,1,3,2,4,"1,3",2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,4,4,4,
2023-04-09 06:59:16,2023-04-09 07:00:03,4,120.18.105.202,100,46,1,2023-04-16 08:08:30,R_6YEIZGB06GWxhlk,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,2,2,1,2,3,1,4,"2,4",3,"1,2",1,4,2,8,,,1,5,2,8,,,1,6,2,8,,,1,6,2,8,,,1,6,2,8,,,,,2,7,2,8,3,4,4,
2023-04-09 09:43:14,2023-04-09 09:46:11,4,43.252.112.166,100,176,1,2023-04-16 08:08:30,R_6orDDxSBxJZKaQ6,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,5,1,6,1,3,4,2,1,1,"1,2,3",2,8,2,7,3,10,2,7,2,8,3,9,2,7,2,8,3,9,1,5,2,7,2,7,1,2,1,6,3,10,3,10,1,5,1,6,,,,
2023-04-02 08:57:43,2023-04-02 08:58:11,4,103.120.10.196,3,27,0,2023-04-16 08:08:30,R_7TCpEfmnSTRcCaO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 08:19:49,2023-04-02 08:23:35,4,124.168.224.211,100,225,1,2023-04-16 08:08:29,R_7U1OFYRoQHhmzbg,,,,,-33.8715,151.2006,anonymous,EN,2,2,3,3,4,2,1,,1,2,,1,1,"1,2,3",3,9,2,8,2,7,2,7,3,9,2,8,2,8,2,8,2,8,3,9,3,9,3,9,2,8,2,8,2,8,3,9,3,9,3,9,,,,
2023-04-09 05:51:22,2023-04-09 05:52:18,4,120.18.105.202,100,55,1,2023-04-16 08:08:30,R_7X8W44aobMGWf1Y,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,2,4,1,3,2,4,3,3,3,,,,,1,5,,,,,1,6,,,,,2,7,,,,,2,7,,,,,2,8,1,6,,,,,4,4,4,
2023-04-02 20:27:35,2023-04-02 20:29:13,4,,100,97,1,2023-04-16 08:08:30,R_869HnKAavzYQA98,,,,,-33.8715,151.2006,preview,EN,3,2,2,3,3,3,6,1,2,4,,3,2,3,,,,,3,10,,,,,3,10,,,,,2,8,,,,,2,8,,,,,2,8,2,8,,,,,,,,
2023-04-09 06:45:38,2023-04-09 06:48:29,4,202.7.250.166,100,171,1,2023-04-16 08:08:30,R_8plV7V6HhPmX0qi,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,2,4,1,3,2,4,"1,11",1,"1,2",1,6,1,6,,,1,5,1,5,,,2,7,2,7,,,1,0,1,0,,,1,3,1,3,,,,,1,6,1,5,,,,
2023-04-06 04:24:42,2023-04-11 03:43:11,4,49.180.6.72,100,429508,1,2023-04-16 08:08:30,R_8tWYbeuqjFJEWpw,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,3,5,1,2,3,4,1,3,3,,,,,3,9,,,,,,,,,,,3,9,,,,,2,8,,,,,2,8,2,8,,,,,,,,
2023-04-10 03:59:07,2023-04-10 04:00:31,4,124.170.179.144,100,83,1,2023-04-16 08:08:30,R_8wfGkRCHZO88d1k,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,4,4,2,4,4,2,1,3,1,1,2,1,6,,,,,,,1,5,,,,,1,5,,,,,2,7,,,,,2,7,,,,,,,2,7,,,,
2023-04-09 09:48:42,2023-04-09 09:52:20,4,49.186.93.111,100,218,1,2023-04-16 08:08:30,R_9QZVZnHKlitD5Ua,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,2,2,1,2,3,4,1,1,"1,2",1,6,1,6,,,1,3,1,3,,,2,8,2,8,,,1,6,1,6,,,2,8,2,8,,,,,2,8,1,6,,,,
2023-04-09 06:06:00,2023-04-09 06:07:17,4,120.18.24.197,100,77,1,2023-04-16 08:08:30,R_bBJNXJfddfFNsc6,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,1,3,2,1,3,4,"1,2",3,"1,2",1,5,1,6,,,1,6,2,7,,,1,6,2,8,,,1,6,2,7,,,1,6,1,6,,,,,1,6,1,6,,,,
2023-04-09 07:00:10,2023-04-09 07:01:32,4,120.18.105.202,100,82,1,2023-04-16 08:08:30,R_bBjAZPoP750XDAG,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,3,2,2,1,3,4,3,3,2,3,10,,,,,,,3,10,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,3,10,5,5,5,
2023-04-09 05:43:17,2023-04-09 05:43:24,4,119.18.1.6,3,5,0,2023-04-16 08:08:29,R_bHiVYAFxMO1Rcea,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:52:28,2023-04-09 05:53:16,4,120.18.105.202,100,47,1,2023-04-16 08:08:30,R_bNINxCd8Re8Ji9U,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,3,4,1,3,2,4,"3,4",2,2,2,7,,,,,,,2,8,,,,,2,8,,,,,3,9,,,,,3,10,,,,,,,3,9,2,5,2,
2023-04-09 05:57:19,2023-04-09 05:58:07,4,120.18.105.202,100,48,1,2023-04-16 08:08:30,R_blSXYfRFXNlR1qK,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,3,2,1,3,2,4,3,2,3,,,,,1,5,,,,,1,4,,,,,1,5,,,,,2,8,,,,,2,8,2,7,,,,,3,4,5,
2023-04-09 05:49:44,2023-04-09 05:51:03,4,120.18.105.202,100,79,1,2023-04-16 08:08:30,R_bybEqALrU7yMjIi,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,2,6,2,1,3,4,2,2,2,2,7,,,,,,,1,6,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,
2023-04-09 06:00:50,2023-04-09 06:03:20,4,120.18.24.197,100,149,1,2023-04-16 08:08:30,R_cHg2EtBFejIdufQ,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,2,2,2,1,3,4,1,1,2,1,6,,,,,,,1,5,,,,,1,6,,,,,1,5,,,,,1,5,,,,,,,1,4,,,,
2023-04-09 06:01:57,2023-04-09 06:02:43,4,120.17.44.149,100,46,1,2023-04-16 08:08:30,R_cPbRhfOGcpLiXWe,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,3,2,4,1,2,3,2,2,1,,,3,9,,,1,3,,,,,2,8,,,,,1,3,,,,,1,5,,,,,,,1,5,,,,,,
2023-04-09 05:47:39,2023-04-09 05:48:24,4,120.18.105.202,100,44,1,2023-04-16 08:08:30,R_daHdGLtFrd6msDk,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,2,1,2,3,1,2,4,1,1,2,1,4,,,,,,,1,4,,,,,1,3,,,,,1,3,,,,,1,4,,,,,,,2,8,,,,
2023-04-02 08:03:58,2023-04-02 20:25:28,4,43.252.112.166,29,44490,0,2023-04-16 08:08:30,R_e2qc4tKc6iXck9U,,,,,,,anonymous,EN,2,2,1,4,3,3,2,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
